uniprot.id	hla	ligand.len	count
O76013	HLA-A1101	9	9
O76013	HLA-B0702	9	9
O76013	HLA-B2705	9	14
O76013	HLA-C0202	9	22
O76013	HLA-C1507	9	14
O76014	HLA-A0201	9	15
O76014	HLA-A1101	9	6
O76014	HLA-B0702	9	11
O76014	HLA-B2705	9	6
O76014	HLA-C0202	9	14
O76014	HLA-C1507	9	12
O76015	HLA-A0201	9	14
O76015	HLA-A1101	9	6
O76015	HLA-B0702	9	13
O76015	HLA-B2705	9	7
O76015	HLA-C0202	9	17
O76015	HLA-C1507	9	11
O76021	HLA-A0201	9	10
O76021	HLA-A1101	9	18
O76021	HLA-B0702	9	16
O76021	HLA-B2705	9	10
O76021	HLA-C0202	9	17
O76021	HLA-C1507	9	13
O76024	HLA-A0201	9	48
O76024	HLA-A1101	9	20
O76024	HLA-B0702	9	18
O76024	HLA-B2705	9	18
O76024	HLA-C0202	9	74
O76024	HLA-C1507	9	38
O76027	HLA-A0201	9	13
O76027	HLA-A1101	9	9
O76027	HLA-B0702	9	6
O76027	HLA-B2705	9	9
O76027	HLA-C0202	9	31
O76027	HLA-C1507	9	18
O76031	HLA-A0201	9	16
O76031	HLA-A1101	9	21
O76031	HLA-B0702	9	10
O76031	HLA-B2705	9	14
O76031	HLA-C0202	9	33
O76031	HLA-C1507	9	20
O76036	HLA-A0201	9	9
O76036	HLA-A1101	9	10
O76036	HLA-B0702	9	10
O76036	HLA-B2705	9	10
O76036	HLA-C0202	9	28
O76036	HLA-C1507	9	19
O76038	HLA-A0201	9	7
O76038	HLA-A1101	9	5
O76038	HLA-B0702	9	4
O76038	HLA-B2705	9	3
O76038	HLA-C0202	9	14
O76038	HLA-C1507	9	8
O76039	HLA-A0201	9	21
O76039	HLA-A1101	9	24
O76039	HLA-B0702	9	26
O76039	HLA-B2705	9	19
O76039	HLA-C0202	9	48
O76039	HLA-C1507	9	26
O76041	HLA-A0201	9	20
O76041	HLA-A1101	9	51
O76041	HLA-B0702	9	15
O76041	HLA-B2705	9	24
O76041	HLA-C0202	9	67
O76041	HLA-C1507	9	22
O76042	HLA-A0201	9	8
O76042	HLA-A1101	9	4
O76042	HLA-B0702	9	2
O76042	HLA-B2705	9	4
O76042	HLA-C0202	9	5
O76042	HLA-C1507	9	4
O76050	HLA-A0201	9	13
O76050	HLA-A1101	9	18
O76050	HLA-B0702	9	21
O76050	HLA-B2705	9	9
O76050	HLA-C0202	9	34
O76050	HLA-C1507	9	22
O76054	HLA-A0201	9	7
O76054	HLA-A1101	9	14
O76054	HLA-B0702	9	8
O76054	HLA-B2705	9	10
O76054	HLA-C0202	9	33
O76054	HLA-C1507	9	13
O76061	HLA-A0201	9	9
O76061	HLA-A1101	9	6
O76061	HLA-B0702	9	7
O76061	HLA-B2705	9	7
O76061	HLA-C0202	9	13
O76061	HLA-C1507	9	9
O76062	HLA-A0201	9	34
O76062	HLA-A1101	9	8
O76062	HLA-B0702	9	19
O76062	HLA-B2705	9	9
O76062	HLA-C0202	9	26
O76062	HLA-C1507	9	17
O76064	HLA-A0201	9	11
O76064	HLA-A1101	9	17
O76064	HLA-B0702	9	6
O76064	HLA-B2705	9	12
O76064	HLA-C0202	9	22
O76064	HLA-C1507	9	13
O76070	HLA-A0201	9	3
O76070	HLA-A1101	9	7
O76070	HLA-B0702	9	1
O76070	HLA-B2705	9	1
O76070	HLA-C0202	9	8
O76070	HLA-C1507	9	7
O76071	HLA-A0201	9	6
O76071	HLA-A1101	9	8
O76071	HLA-B0702	9	8
O76071	HLA-B2705	9	8
O76071	HLA-C0202	9	17
O76071	HLA-C1507	9	11
O76074	HLA-A0201	9	25
O76074	HLA-A1101	9	20
O76074	HLA-B0702	9	9
O76074	HLA-B2705	9	9
O76074	HLA-C0202	9	52
O76074	HLA-C1507	9	32
O76075	HLA-A0201	9	12
O76075	HLA-A1101	9	10
O76075	HLA-B0702	9	10
O76075	HLA-B2705	9	8
O76075	HLA-C0202	9	22
O76075	HLA-C1507	9	14
O76076	HLA-A0201	9	4
O76076	HLA-A1101	9	2
O76076	HLA-B0702	9	5
O76076	HLA-B2705	9	5
O76076	HLA-C0202	9	7
O76076	HLA-C1507	9	6
O76080	HLA-A0201	9	3
O76080	HLA-A1101	9	3
O76080	HLA-B0702	9	5
O76080	HLA-B2705	9	4
O76080	HLA-C0202	9	7
O76080	HLA-C1507	9	3
O76081	HLA-A0201	9	11
O76081	HLA-A1101	9	3
O76081	HLA-B0702	9	14
O76081	HLA-B2705	9	13
O76081	HLA-C0202	9	18
O76081	HLA-C1507	9	10
O76082	HLA-A0201	9	33
O76082	HLA-A1101	9	11
O76082	HLA-B0702	9	12
O76082	HLA-B2705	9	21
O76082	HLA-C0202	9	48
O76082	HLA-C1507	9	24
O76083	HLA-A0201	9	24
O76083	HLA-A1101	9	14
O76083	HLA-B0702	9	16
O76083	HLA-B2705	9	15
O76083	HLA-C0202	9	31
O76083	HLA-C1507	9	22
O76087	HLA-A1101	9	3
O76087	HLA-B0702	9	1
O76087	HLA-B2705	9	3
O76087	HLA-C0202	9	2
O76087	HLA-C1507	9	1
O76090	HLA-A0201	9	27
O76090	HLA-A1101	9	12
O76090	HLA-B0702	9	15
O76090	HLA-B2705	9	22
O76090	HLA-C0202	9	46
O76090	HLA-C1507	9	28
O76093	HLA-A0201	9	4
O76093	HLA-A1101	9	6
O76093	HLA-B0702	9	3
O76093	HLA-B2705	9	5
O76093	HLA-C0202	9	7
O76093	HLA-C1507	9	3
O76094	HLA-A0201	9	21
O76094	HLA-A1101	9	26
O76094	HLA-B0702	9	12
O76094	HLA-B2705	9	15
O76094	HLA-C0202	9	38
O76094	HLA-C1507	9	23
O76095	HLA-A0201	9	6
O76095	HLA-A1101	9	1
O76095	HLA-B0702	9	4
O76095	HLA-B2705	9	4
O76095	HLA-C0202	9	4
O76095	HLA-C1507	9	2
O76096	HLA-A0201	9	4
O76096	HLA-A1101	9	5
O76096	HLA-B0702	9	2
O76096	HLA-B2705	9	5
O76096	HLA-C0202	9	8
O76096	HLA-C1507	9	2
O76099	HLA-A0201	9	17
O76099	HLA-A1101	9	7
O76099	HLA-B0702	9	7
O76099	HLA-B2705	9	12
O76099	HLA-C0202	9	32
O76099	HLA-C1507	9	25
O76100	HLA-A0201	9	23
O76100	HLA-A1101	9	7
O76100	HLA-B0702	9	5
O76100	HLA-B2705	9	7
O76100	HLA-C0202	9	21
O76100	HLA-C1507	9	18
O77932	HLA-A0201	9	9
O77932	HLA-A1101	9	6
O77932	HLA-B0702	9	17
O77932	HLA-B2705	9	9
O77932	HLA-C0202	9	24
O77932	HLA-C1507	9	18
O94759	HLA-A0201	9	69
O94759	HLA-A1101	9	41
O94759	HLA-B0702	9	31
O94759	HLA-B2705	9	34
O94759	HLA-C0202	9	80
O94759	HLA-C1507	9	61
O94760	HLA-A0201	9	7
O94760	HLA-A1101	9	4
O94760	HLA-B0702	9	7
O94760	HLA-B2705	9	9
O94760	HLA-C0202	9	22
O94760	HLA-C1507	9	13
O94761	HLA-A0201	9	41
O94761	HLA-A1101	9	24
O94761	HLA-B0702	9	38
O94761	HLA-B2705	9	29
O94761	HLA-C0202	9	56
O94761	HLA-C1507	9	31
O94762	HLA-A0201	9	21
O94762	HLA-A1101	9	28
O94762	HLA-B0702	9	38
O94762	HLA-B2705	9	22
O94762	HLA-C0202	9	55
O94762	HLA-C1507	9	31
O94763	HLA-A0201	9	10
O94763	HLA-A1101	9	13
O94763	HLA-B0702	9	17
O94763	HLA-B2705	9	5
O94763	HLA-C0202	9	23
O94763	HLA-C1507	9	14
O94766	HLA-A0201	9	15
O94766	HLA-A1101	9	12
O94766	HLA-B0702	9	10
O94766	HLA-B2705	9	13
O94766	HLA-C0202	9	23
O94766	HLA-C1507	9	14
O94768	HLA-A0201	9	12
O94768	HLA-A1101	9	11
O94768	HLA-B0702	9	6
O94768	HLA-B2705	9	13
O94768	HLA-C0202	9	27
O94768	HLA-C1507	9	17
O94769	HLA-A0201	9	21
O94769	HLA-A1101	9	18
O94769	HLA-B0702	9	24
O94769	HLA-B2705	9	15
O94769	HLA-C0202	9	41
O94769	HLA-C1507	9	26
O94772	HLA-A0201	9	9
O94772	HLA-A1101	9	4
O94772	HLA-B0702	9	2
O94772	HLA-B2705	9	1
O94772	HLA-C0202	9	7
O94772	HLA-C1507	9	4
O94776	HLA-A0201	9	17
O94776	HLA-A1101	9	22
O94776	HLA-B0702	9	27
O94776	HLA-B2705	9	19
O94776	HLA-C0202	9	46
O94776	HLA-C1507	9	26
O94777	HLA-A0201	9	9
O94777	HLA-A1101	9	5
O94777	HLA-B0702	9	2
O94777	HLA-B2705	9	1
O94777	HLA-C0202	9	9
O94777	HLA-C1507	9	4
O94778	HLA-A0201	9	16
O94778	HLA-A1101	9	2
O94778	HLA-B0702	9	9
O94778	HLA-B2705	9	3
O94778	HLA-C0202	9	11
O94778	HLA-C1507	9	10
O94779	HLA-A0201	9	22
O94779	HLA-A1101	9	28
O94779	HLA-B0702	9	28
O94779	HLA-B2705	9	17
O94779	HLA-C0202	9	72
O94779	HLA-C1507	9	44
O94782	HLA-A0201	9	20
O94782	HLA-A1101	9	19
O94782	HLA-B0702	9	17
O94782	HLA-B2705	9	13
O94782	HLA-C0202	9	41
O94782	HLA-C1507	9	30
O94788	HLA-A0201	9	21
O94788	HLA-A1101	9	15
O94788	HLA-B0702	9	10
O94788	HLA-B2705	9	9
O94788	HLA-C0202	9	41
O94788	HLA-C1507	9	21
O94804	HLA-A0201	9	24
O94804	HLA-A1101	9	25
O94804	HLA-B0702	9	16
O94804	HLA-B2705	9	25
O94804	HLA-C0202	9	44
O94804	HLA-C1507	9	31
O94805	HLA-A0201	9	13
O94805	HLA-A1101	9	11
O94805	HLA-B0702	9	13
O94805	HLA-B2705	9	4
O94805	HLA-C0202	9	30
O94805	HLA-C1507	9	16
O94806	HLA-A0201	9	34
O94806	HLA-A1101	9	25
O94806	HLA-B0702	9	25
O94806	HLA-B2705	9	15
O94806	HLA-C0202	9	54
O94806	HLA-C1507	9	34
O94808	HLA-A0201	9	31
O94808	HLA-A1101	9	22
O94808	HLA-B0702	9	13
O94808	HLA-B2705	9	22
O94808	HLA-C0202	9	61
O94808	HLA-C1507	9	38
O94810	HLA-A0201	9	15
O94810	HLA-A1101	9	11
O94810	HLA-B0702	9	19
O94810	HLA-B2705	9	9
O94810	HLA-C0202	9	27
O94810	HLA-C1507	9	15
O94811	HLA-A0201	9	3
O94811	HLA-A1101	9	9
O94811	HLA-B0702	9	4
O94811	HLA-B2705	9	3
O94811	HLA-C0202	9	12
O94811	HLA-C1507	9	4
O94812	HLA-A0201	9	46
O94812	HLA-A1101	9	22
O94812	HLA-B0702	9	24
O94812	HLA-B2705	9	22
O94812	HLA-C0202	9	69
O94812	HLA-C1507	9	54
O94813	HLA-A0201	9	47
O94813	HLA-A1101	9	27
O94813	HLA-B0702	9	29
O94813	HLA-B2705	9	26
O94813	HLA-C0202	9	79
O94813	HLA-C1507	9	57
O94817	HLA-A0201	9	4
O94817	HLA-A1101	9	3
O94817	HLA-B0702	9	3
O94817	HLA-B2705	9	1
O94817	HLA-C0202	9	10
O94817	HLA-C1507	9	8
O94818	HLA-A0201	9	10
O94818	HLA-A1101	9	9
O94818	HLA-B0702	9	10
O94818	HLA-B2705	9	9
O94818	HLA-C0202	9	32
O94818	HLA-C1507	9	17
O94819	HLA-A0201	9	22
O94819	HLA-A1101	9	12
O94819	HLA-B0702	9	24
O94819	HLA-B2705	9	11
O94819	HLA-C0202	9	41
O94819	HLA-C1507	9	30
O94822	HLA-A0201	9	82
O94822	HLA-A1101	9	51
O94822	HLA-B0702	9	34
O94822	HLA-B2705	9	25
O94822	HLA-C0202	9	130
O94822	HLA-C1507	9	83
O94823	HLA-A0201	9	47
O94823	HLA-A1101	9	35
O94823	HLA-B0702	9	35
O94823	HLA-B2705	9	29
O94823	HLA-C0202	9	83
O94823	HLA-C1507	9	44
O94826	HLA-A0201	9	23
O94826	HLA-A1101	9	14
O94826	HLA-B0702	9	13
O94826	HLA-B2705	9	14
O94826	HLA-C0202	9	41
O94826	HLA-C1507	9	22
O94827	HLA-A0201	9	37
O94827	HLA-A1101	9	25
O94827	HLA-B0702	9	36
O94827	HLA-B2705	9	22
O94827	HLA-C0202	9	61
O94827	HLA-C1507	9	42
O94829	HLA-A0201	9	62
O94829	HLA-A1101	9	23
O94829	HLA-B0702	9	25
O94829	HLA-B2705	9	19
O94829	HLA-C0202	9	68
O94829	HLA-C1507	9	34
O94830	HLA-A0201	9	17
O94830	HLA-A1101	9	18
O94830	HLA-B0702	9	12
O94830	HLA-B2705	9	14
O94830	HLA-C0202	9	38
O94830	HLA-C1507	9	23
O94832	HLA-A0201	9	39
O94832	HLA-A1101	9	43
O94832	HLA-B0702	9	20
O94832	HLA-B2705	9	39
O94832	HLA-C0202	9	78
O94832	HLA-C1507	9	51
O94842	HLA-A0201	9	18
O94842	HLA-A1101	9	10
O94842	HLA-B0702	9	22
O94842	HLA-B2705	9	6
O94842	HLA-C0202	9	32
O94842	HLA-C1507	9	31
O94844	HLA-A0201	9	20
O94844	HLA-A1101	9	22
O94844	HLA-B0702	9	21
O94844	HLA-B2705	9	26
O94844	HLA-C0202	9	45
O94844	HLA-C1507	9	25
O94850	HLA-A0201	9	11
O94850	HLA-A1101	9	10
O94850	HLA-B0702	9	21
O94850	HLA-B2705	9	5
O94850	HLA-C0202	9	14
O94850	HLA-C1507	9	8
O94851	HLA-A0201	9	31
O94851	HLA-A1101	9	27
O94851	HLA-B0702	9	18
O94851	HLA-B2705	9	22
O94851	HLA-C0202	9	78
O94851	HLA-C1507	9	42
O94854	HLA-A0201	9	28
O94854	HLA-A1101	9	17
O94854	HLA-B0702	9	59
O94854	HLA-B2705	9	7
O94854	HLA-C0202	9	47
O94854	HLA-C1507	9	42
O94855	HLA-A0201	9	40
O94855	HLA-A1101	9	18
O94855	HLA-B0702	9	26
O94855	HLA-B2705	9	12
O94855	HLA-C0202	9	75
O94855	HLA-C1507	9	46
O94856	HLA-A0201	9	28
O94856	HLA-A1101	9	30
O94856	HLA-B0702	9	33
O94856	HLA-B2705	9	27
O94856	HLA-C0202	9	69
O94856	HLA-C1507	9	43
O94864	HLA-A0201	9	13
O94864	HLA-A1101	9	7
O94864	HLA-B0702	9	6
O94864	HLA-B2705	9	10
O94864	HLA-C0202	9	15
O94864	HLA-C1507	9	10
O94868	HLA-A0201	9	22
O94868	HLA-A1101	9	19
O94868	HLA-B0702	9	18
O94868	HLA-B2705	9	20
O94868	HLA-C0202	9	45
O94868	HLA-C1507	9	27
O94874	HLA-A0201	9	29
O94874	HLA-A1101	9	22
O94874	HLA-B0702	9	15
O94874	HLA-B2705	9	23
O94874	HLA-C0202	9	64
O94874	HLA-C1507	9	41
O94875	HLA-A0201	9	20
O94875	HLA-A1101	9	30
O94875	HLA-B0702	9	34
O94875	HLA-B2705	9	21
O94875	HLA-C0202	9	58
O94875	HLA-C1507	9	30
O94876	HLA-A0201	9	28
O94876	HLA-A1101	9	20
O94876	HLA-B0702	9	10
O94876	HLA-B2705	9	14
O94876	HLA-C0202	9	39
O94876	HLA-C1507	9	27
O94880	HLA-A0201	9	11
O94880	HLA-A1101	9	14
O94880	HLA-B0702	9	12
O94880	HLA-B2705	9	16
O94880	HLA-C0202	9	25
O94880	HLA-C1507	9	20
O94885	HLA-A0201	9	23
O94885	HLA-A1101	9	29
O94885	HLA-B0702	9	35
O94885	HLA-B2705	9	23
O94885	HLA-C0202	9	59
O94885	HLA-C1507	9	35
O94886	HLA-A0201	9	42
O94886	HLA-A1101	9	25
O94886	HLA-B0702	9	17
O94886	HLA-B2705	9	21
O94886	HLA-C0202	9	55
O94886	HLA-C1507	9	30
O94887	HLA-A0201	9	34
O94887	HLA-A1101	9	31
O94887	HLA-B0702	9	26
O94887	HLA-B2705	9	24
O94887	HLA-C0202	9	75
O94887	HLA-C1507	9	46
O94888	HLA-A0201	9	14
O94888	HLA-A1101	9	7
O94888	HLA-B0702	9	9
O94888	HLA-B2705	9	8
O94888	HLA-C0202	9	22
O94888	HLA-C1507	9	16
O94889	HLA-A0201	9	22
O94889	HLA-A1101	9	7
O94889	HLA-B0702	9	14
O94889	HLA-B2705	9	11
O94889	HLA-C0202	9	49
O94889	HLA-C1507	9	31
O94892	HLA-A0201	9	10
O94892	HLA-A1101	9	14
O94892	HLA-B0702	9	8
O94892	HLA-B2705	9	11
O94892	HLA-C0202	9	32
O94892	HLA-C1507	9	23
O94898	HLA-A0201	9	32
O94898	HLA-A1101	9	19
O94898	HLA-B0702	9	27
O94898	HLA-B2705	9	26
O94898	HLA-C0202	9	79
O94898	HLA-C1507	9	57
O94900	HLA-A0201	9	13
O94900	HLA-A1101	9	3
O94900	HLA-B0702	9	24
O94900	HLA-B2705	9	9
O94900	HLA-C0202	9	36
O94900	HLA-C1507	9	23
O94901	HLA-A0201	9	30
O94901	HLA-A1101	9	17
O94901	HLA-B0702	9	16
O94901	HLA-B2705	9	11
O94901	HLA-C0202	9	42
O94901	HLA-C1507	9	31
O94903	HLA-A0201	9	14
O94903	HLA-A1101	9	7
O94903	HLA-B0702	9	12
O94903	HLA-B2705	9	3
O94903	HLA-C0202	9	20
O94903	HLA-C1507	9	13
O94905	HLA-A0201	9	16
O94905	HLA-A1101	9	10
O94905	HLA-B0702	9	4
O94905	HLA-B2705	9	7
O94905	HLA-C0202	9	38
O94905	HLA-C1507	9	23
O94906	HLA-A0201	9	20
O94906	HLA-A1101	9	17
O94906	HLA-B0702	9	23
O94906	HLA-B2705	9	19
O94906	HLA-C0202	9	39
O94906	HLA-C1507	9	26
O94907	HLA-A0201	9	4
O94907	HLA-A1101	9	7
O94907	HLA-B0702	9	9
O94907	HLA-B2705	9	4
O94907	HLA-C0202	9	15
O94907	HLA-C1507	9	12
O94910	HLA-A0201	9	52
O94910	HLA-A1101	9	22
O94910	HLA-B0702	9	31
O94910	HLA-B2705	9	29
O94910	HLA-C0202	9	84
O94910	HLA-C1507	9	45
O94911	HLA-A0201	9	88
O94911	HLA-A1101	9	55
O94911	HLA-B0702	9	26
O94911	HLA-B2705	9	42
O94911	HLA-C0202	9	91
O94911	HLA-C1507	9	57
O94913	HLA-A0201	9	20
O94913	HLA-A1101	9	38
O94913	HLA-B0702	9	39
O94913	HLA-B2705	9	24
O94913	HLA-C0202	9	61
O94913	HLA-C1507	9	36
O94915	HLA-A0201	9	138
O94915	HLA-A1101	9	72
O94915	HLA-B0702	9	64
O94915	HLA-B2705	9	63
O94915	HLA-C0202	9	215
O94915	HLA-C1507	9	143
O94916	HLA-A0201	9	31
O94916	HLA-A1101	9	21
O94916	HLA-B0702	9	32
O94916	HLA-B2705	9	14
O94916	HLA-C0202	9	69
O94916	HLA-C1507	9	49
O94919	HLA-A0201	9	37
O94919	HLA-A1101	9	10
O94919	HLA-B0702	9	14
O94919	HLA-B2705	9	14
O94919	HLA-C0202	9	45
O94919	HLA-C1507	9	30
O94921	HLA-A0201	9	20
O94921	HLA-A1101	9	20
O94921	HLA-B0702	9	8
O94921	HLA-B2705	9	10
O94921	HLA-C0202	9	32
O94921	HLA-C1507	9	18
O94923	HLA-A0201	9	18
O94923	HLA-A1101	9	22
O94923	HLA-B0702	9	11
O94923	HLA-B2705	9	13
O94923	HLA-C0202	9	56
O94923	HLA-C1507	9	29
O94925	HLA-A0201	9	19
O94925	HLA-A1101	9	19
O94925	HLA-B0702	9	21
O94925	HLA-B2705	9	13
O94925	HLA-C0202	9	41
O94925	HLA-C1507	9	26
O94927	HLA-A0201	9	21
O94927	HLA-A1101	9	7
O94927	HLA-B0702	9	17
O94927	HLA-B2705	9	13
O94927	HLA-C0202	9	31
O94927	HLA-C1507	9	25
O94929	HLA-A0201	9	15
O94929	HLA-A1101	9	22
O94929	HLA-B0702	9	16
O94929	HLA-B2705	9	16
O94929	HLA-C0202	9	45
O94929	HLA-C1507	9	24
O94933	HLA-A0201	9	36
O94933	HLA-A1101	9	24
O94933	HLA-B0702	9	28
O94933	HLA-B2705	9	23
O94933	HLA-C0202	9	54
O94933	HLA-C1507	9	37
O94941	HLA-A0201	9	18
O94941	HLA-A1101	9	18
O94941	HLA-B0702	9	19
O94941	HLA-B2705	9	6
O94941	HLA-C0202	9	29
O94941	HLA-C1507	9	23
O94952	HLA-A0201	9	33
O94952	HLA-A1101	9	19
O94952	HLA-B0702	9	11
O94952	HLA-B2705	9	21
O94952	HLA-C0202	9	56
O94952	HLA-C1507	9	37
O94953	HLA-A0201	9	18
O94953	HLA-A1101	9	25
O94953	HLA-B0702	9	23
O94953	HLA-B2705	9	22
O94953	HLA-C0202	9	62
O94953	HLA-C1507	9	35
O94955	HLA-A0201	9	21
O94955	HLA-A1101	9	16
O94955	HLA-B0702	9	8
O94955	HLA-B2705	9	10
O94955	HLA-C0202	9	56
O94955	HLA-C1507	9	35
O94956	HLA-A0201	9	29
O94956	HLA-A1101	9	16
O94956	HLA-B0702	9	19
O94956	HLA-B2705	9	10
O94956	HLA-C0202	9	46
O94956	HLA-C1507	9	30
O94964	HLA-A0201	9	39
O94964	HLA-A1101	9	33
O94964	HLA-B0702	9	26
O94964	HLA-B2705	9	33
O94964	HLA-C0202	9	75
O94964	HLA-C1507	9	52
O94966	HLA-A0201	9	45
O94966	HLA-A1101	9	28
O94966	HLA-B0702	9	41
O94966	HLA-B2705	9	30
O94966	HLA-C0202	9	78
O94966	HLA-C1507	9	53
O94967	HLA-A0201	9	28
O94967	HLA-A1101	9	14
O94967	HLA-B0702	9	16
O94967	HLA-B2705	9	23
O94967	HLA-C0202	9	49
O94967	HLA-C1507	9	35
O94972	HLA-A0201	9	28
O94972	HLA-A1101	9	18
O94972	HLA-B0702	9	18
O94972	HLA-B2705	9	21
O94972	HLA-C0202	9	46
O94972	HLA-C1507	9	28
O94973	HLA-A0201	9	36
O94973	HLA-A1101	9	26
O94973	HLA-B0702	9	21
O94973	HLA-B2705	9	22
O94973	HLA-C0202	9	70
O94973	HLA-C1507	9	42
O94979	HLA-A0201	9	37
O94979	HLA-A1101	9	25
O94979	HLA-B0702	9	28
O94979	HLA-B2705	9	24
O94979	HLA-C0202	9	71
O94979	HLA-C1507	9	51
O94983	HLA-A0201	9	30
O94983	HLA-A1101	9	33
O94983	HLA-B0702	9	39
O94983	HLA-B2705	9	22
O94983	HLA-C0202	9	67
O94983	HLA-C1507	9	40
O94985	HLA-A0201	9	32
O94985	HLA-A1101	9	14
O94985	HLA-B0702	9	27
O94985	HLA-B2705	9	20
O94985	HLA-C0202	9	65
O94985	HLA-C1507	9	48
O94986	HLA-A0201	9	41
O94986	HLA-A1101	9	45
O94986	HLA-B0702	9	14
O94986	HLA-B2705	9	30
O94986	HLA-C0202	9	72
O94986	HLA-C1507	9	48
O94988	HLA-A0201	9	17
O94988	HLA-A1101	9	30
O94988	HLA-B0702	9	18
O94988	HLA-B2705	9	20
O94988	HLA-C0202	9	51
O94988	HLA-C1507	9	33
O94989	HLA-A0201	9	17
O94989	HLA-A1101	9	16
O94989	HLA-B0702	9	41
O94989	HLA-B2705	9	21
O94989	HLA-C0202	9	43
O94989	HLA-C1507	9	32
O94991	HLA-A0201	9	42
O94991	HLA-A1101	9	16
O94991	HLA-B0702	9	25
O94991	HLA-B2705	9	18
O94991	HLA-C0202	9	62
O94991	HLA-C1507	9	46
O94992	HLA-A0201	9	4
O94992	HLA-A1101	9	2
O94992	HLA-B0702	9	5
O94992	HLA-B2705	9	5
O94992	HLA-C0202	9	9
O94992	HLA-C1507	9	5
O94993	HLA-A0201	9	16
O94993	HLA-A1101	9	11
O94993	HLA-B0702	9	32
O94993	HLA-B2705	9	9
O94993	HLA-C0202	9	35
O94993	HLA-C1507	9	25
O95006	HLA-A0201	9	21
O95006	HLA-A1101	9	4
O95006	HLA-B0702	9	8
O95006	HLA-B2705	9	10
O95006	HLA-C0202	9	30
O95006	HLA-C1507	9	18
O95007	HLA-A0201	9	28
O95007	HLA-A1101	9	5
O95007	HLA-B0702	9	12
O95007	HLA-B2705	9	11
O95007	HLA-C0202	9	37
O95007	HLA-C1507	9	27
O95013	HLA-A0201	9	32
O95013	HLA-A1101	9	9
O95013	HLA-B0702	9	12
O95013	HLA-B2705	9	8
O95013	HLA-C0202	9	35
O95013	HLA-C1507	9	23
O95025	HLA-A0201	9	23
O95025	HLA-A1101	9	23
O95025	HLA-B0702	9	18
O95025	HLA-B2705	9	18
O95025	HLA-C0202	9	53
O95025	HLA-C1507	9	24
O95045	HLA-A0201	9	13
O95045	HLA-A1101	9	8
O95045	HLA-B0702	9	8
O95045	HLA-B2705	9	4
O95045	HLA-C0202	9	27
O95045	HLA-C1507	9	16
O95047	HLA-A0201	9	25
O95047	HLA-A1101	9	5
O95047	HLA-B0702	9	10
O95047	HLA-B2705	9	10
O95047	HLA-C0202	9	26
O95047	HLA-C1507	9	20
O95049	HLA-A0201	9	20
O95049	HLA-A1101	9	17
O95049	HLA-B0702	9	18
O95049	HLA-B2705	9	20
O95049	HLA-C0202	9	41
O95049	HLA-C1507	9	27
O95050	HLA-A0201	9	6
O95050	HLA-A1101	9	5
O95050	HLA-B0702	9	4
O95050	HLA-B2705	9	1
O95050	HLA-C0202	9	14
O95050	HLA-C1507	9	10
O95057	HLA-A0201	9	3
O95057	HLA-A1101	9	3
O95057	HLA-B0702	9	3
O95057	HLA-B2705	9	3
O95057	HLA-C0202	9	18
O95057	HLA-C1507	9	13
O95067	HLA-A0201	9	22
O95067	HLA-A1101	9	17
O95067	HLA-B0702	9	11
O95067	HLA-B2705	9	16
O95067	HLA-C0202	9	33
O95067	HLA-C1507	9	21
O95069	HLA-A0201	9	25
O95069	HLA-A1101	9	11
O95069	HLA-B0702	9	12
O95069	HLA-B2705	9	9
O95069	HLA-C0202	9	33
O95069	HLA-C1507	9	21
O95070	HLA-A0201	9	18
O95070	HLA-A1101	9	9
O95070	HLA-B0702	9	4
O95070	HLA-B2705	9	6
O95070	HLA-C0202	9	29
O95070	HLA-C1507	9	15
O95071	HLA-A0201	9	80
O95071	HLA-A1101	9	73
O95071	HLA-B0702	9	63
O95071	HLA-B2705	9	52
O95071	HLA-C0202	9	155
O95071	HLA-C1507	9	89
O95072	HLA-A0201	9	20
O95072	HLA-A1101	9	14
O95072	HLA-B0702	9	25
O95072	HLA-B2705	9	15
O95072	HLA-C0202	9	34
O95072	HLA-C1507	9	23
O95073	HLA-A0201	9	11
O95073	HLA-A1101	9	8
O95073	HLA-B0702	9	11
O95073	HLA-B2705	9	13
O95073	HLA-C0202	9	24
O95073	HLA-C1507	9	19
O95076	HLA-A0201	9	8
O95076	HLA-A1101	9	2
O95076	HLA-B0702	9	16
O95076	HLA-B2705	9	3
O95076	HLA-C0202	9	15
O95076	HLA-C1507	9	13
O95081	HLA-A0201	9	15
O95081	HLA-A1101	9	8
O95081	HLA-B0702	9	17
O95081	HLA-B2705	9	2
O95081	HLA-C0202	9	35
O95081	HLA-C1507	9	26
O95084	HLA-A0201	9	15
O95084	HLA-A1101	9	14
O95084	HLA-B0702	9	12
O95084	HLA-B2705	9	9
O95084	HLA-C0202	9	25
O95084	HLA-C1507	9	14
O95096	HLA-A0201	9	7
O95096	HLA-A1101	9	7
O95096	HLA-B0702	9	9
O95096	HLA-B2705	9	4
O95096	HLA-C0202	9	17
O95096	HLA-C1507	9	8
O95104	HLA-A0201	9	15
O95104	HLA-A1101	9	17
O95104	HLA-B0702	9	63
O95104	HLA-B2705	9	8
O95104	HLA-C0202	9	49
O95104	HLA-C1507	9	31
O95125	HLA-A0201	9	10
O95125	HLA-A1101	9	13
O95125	HLA-B0702	9	8
O95125	HLA-B2705	9	13
O95125	HLA-C0202	9	32
